splicing_case	sample_id	control_id	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
RI	BS_FWMJPKCV	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	388	104	NA	NA	300	150	NA	NA	0.6509999999999999	NA	NA
SE	BS_FWMJPKCV	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	994	6	NA	NA	230	150	NA	NA	0.991	NA	NA
SE	BS_FWMJPKCV	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	313	2	NA	NA	230	150	NA	NA	0.99	NA	NA
SE	BS_FWMJPKCV	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	282	2	NA	NA	233	150	NA	NA	0.9890000000000001	NA	NA
SE	BS_FWMJPKCV	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	966	2	NA	NA	233	150	NA	NA	0.997	NA	NA
SE	BS_FWMJPKCV	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	1020	1	NA	NA	300	150	NA	NA	0.998	NA	NA
SE	BS_FWMJPKCV	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	468	104	NA	NA	241	150	NA	NA	0.737	NA	NA
SE	BS_FWMJPKCV	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1493	12	NA	NA	300	150	NA	NA	0.9840000000000001	NA	NA
RI	BS_AZN38B7V	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	17	123	NA	NA	300	150	NA	NA	0.065	NA	NA
RI	BS_AZN38B7V	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	70	83	NA	NA	300	150	NA	NA	0.297	NA	NA
SE	BS_AZN38B7V	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	305	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_AZN38B7V	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	122	83	NA	NA	241	150	NA	NA	0.478	NA	NA
SE	BS_AZN38B7V	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	358	2	NA	NA	300	150	NA	NA	0.9890000000000001	NA	NA
A3SS	BS_6QCDJXXG	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	214	2	NA	NA	300	150	NA	NA	0.982	NA	NA
MXE	BS_6QCDJXXG	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	64	68	NA	NA	233	230	NA	NA	0.48200000000000004	NA	NA
MXE	BS_6QCDJXXG	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856681	200856811	200856890	200857884	NA	NA	200854615	200854695	200857972	200858089	NA	NA	NA	NA	NA	NA	203	1	NA	NA	300	280	NA	NA	0.995	NA	NA
RI	BS_6QCDJXXG	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	36	118	NA	NA	300	150	NA	NA	0.132	NA	NA
RI	BS_6QCDJXXG	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	51	76	NA	NA	300	150	NA	NA	0.251	NA	NA
SE	BS_6QCDJXXG	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	217	1	NA	NA	230	150	NA	NA	0.993	NA	NA
SE	BS_6QCDJXXG	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	210	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_6QCDJXXG	NA	ENSG00000013441.17	CLK1	chr2	-	200856681	200856811	NA	NA	NA	NA	NA	NA	200854615	200854695	200856890	200856985	NA	NA	NA	NA	NA	NA	139	2	NA	NA	280	150	NA	NA	0.9740000000000001	NA	NA
SE	BS_6QCDJXXG	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	92	1	NA	NA	245	150	NA	NA	0.983	NA	NA
SE	BS_6QCDJXXG	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	292	1	NA	NA	300	150	NA	NA	0.993	NA	NA
SE	BS_6QCDJXXG	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	319	2	NA	NA	300	150	NA	NA	0.988	NA	NA
SE	BS_6QCDJXXG	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	66	76	NA	NA	241	150	NA	NA	0.35100000000000003	NA	NA
SE	BS_6QCDJXXG	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	287	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_M7HCF7DW	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	665	3	NA	NA	300	150	NA	NA	0.991	NA	NA
RI	BS_M7HCF7DW	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	18	351	NA	NA	300	150	NA	NA	0.025	NA	NA
RI	BS_M7HCF7DW	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	131	54	NA	NA	300	150	NA	NA	0.5479999999999999	NA	NA
SE	BS_M7HCF7DW	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	779	2	NA	NA	233	150	NA	NA	0.996	NA	NA
SE	BS_M7HCF7DW	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200855003	200855086	200857972	200858089	NA	NA	NA	NA	NA	NA	657	2	NA	NA	300	150	NA	NA	0.9940000000000001	NA	NA
SE	BS_M7HCF7DW	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	1006	3	NA	NA	300	150	NA	NA	0.9940000000000001	NA	NA
SE	BS_M7HCF7DW	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	1147	54	NA	NA	241	150	NA	NA	0.93	NA	NA
SE	BS_M7HCF7DW	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1498	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_CF7EDEJZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	291	4	NA	NA	300	150	NA	NA	0.973	NA	NA
MXE	BS_CF7EDEJZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200857717	200857884	200857972	200858089	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	280	196	NA	NA	267	300	NA	NA	0.616	NA	NA
RI	BS_CF7EDEJZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	27	195	NA	NA	300	150	NA	NA	0.065	NA	NA
RI	BS_CF7EDEJZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	148	82	NA	NA	300	150	NA	NA	0.474	NA	NA
SE	BS_CF7EDEJZ	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	433	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_CF7EDEJZ	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	476	4	NA	NA	300	150	NA	NA	0.983	NA	NA
SE	BS_CF7EDEJZ	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	196	1	NA	NA	300	150	NA	NA	0.99	NA	NA
SE	BS_CF7EDEJZ	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	280	1	NA	NA	267	150	NA	NA	0.9940000000000001	NA	NA
SE	BS_CF7EDEJZ	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	557	1	NA	NA	267	150	NA	NA	0.997	NA	NA
SE	BS_CF7EDEJZ	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	231	82	NA	NA	241	150	NA	NA	0.637	NA	NA
SE	BS_CF7EDEJZ	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	342	2	NA	NA	300	150	NA	NA	0.988	NA	NA
A3SS	BS_VVWJ20GR	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	267	10	NA	NA	300	150	NA	NA	0.93	NA	NA
MXE	BS_VVWJ20GR	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	80	93	NA	NA	233	230	NA	NA	0.45899999999999996	NA	NA
RI	BS_VVWJ20GR	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	41	171	NA	NA	300	150	NA	NA	0.107	NA	NA
RI	BS_VVWJ20GR	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	70	84	NA	NA	300	150	NA	NA	0.294	NA	NA
SE	BS_VVWJ20GR	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	370	4	NA	NA	230	150	NA	NA	0.9840000000000001	NA	NA
SE	BS_VVWJ20GR	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	353	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_VVWJ20GR	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	412	10	NA	NA	300	150	NA	NA	0.9540000000000001	NA	NA
SE	BS_VVWJ20GR	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	161	84	NA	NA	241	150	NA	NA	0.544	NA	NA
SE	BS_VVWJ20GR	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	313	8	NA	NA	300	150	NA	NA	0.951	NA	NA
A3SS	BS_E7NVYA6G	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	750	13	NA	NA	300	150	NA	NA	0.966	NA	NA
RI	BS_E7NVYA6G	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	218	567	NA	NA	300	150	NA	NA	0.161	NA	NA
RI	BS_E7NVYA6G	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	636	334	NA	NA	300	150	NA	NA	0.488	NA	NA
SE	BS_E7NVYA6G	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	342	2	NA	NA	230	150	NA	NA	0.991	NA	NA
SE	BS_E7NVYA6G	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	2851	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_E7NVYA6G	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	1172	13	NA	NA	300	150	NA	NA	0.978	NA	NA
SE	BS_E7NVYA6G	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	1133	334	NA	NA	241	150	NA	NA	0.679	NA	NA
SE	BS_E7NVYA6G	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1715	5	NA	NA	300	150	NA	NA	0.9940000000000001	NA	NA
A3SS	BS_QHS3V0GP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	523	7	NA	NA	300	150	NA	NA	0.9740000000000001	NA	NA
MXE	BS_QHS3V0GP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	173	218	NA	NA	233	230	NA	NA	0.439	NA	NA
MXE	BS_QHS3V0GP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200857717	200857884	200857972	200858089	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	472	255	NA	NA	267	300	NA	NA	0.675	NA	NA
RI	BS_QHS3V0GP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	87	253	NA	NA	300	150	NA	NA	0.147	NA	NA
RI	BS_QHS3V0GP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	345	85	NA	NA	300	150	NA	NA	0.67	NA	NA
SE	BS_QHS3V0GP	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	603	2	NA	NA	230	150	NA	NA	0.995	NA	NA
SE	BS_QHS3V0GP	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	555	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_QHS3V0GP	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	738	7	NA	NA	300	150	NA	NA	0.981	NA	NA
SE	BS_QHS3V0GP	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	950	2	NA	NA	267	150	NA	NA	0.996	NA	NA
SE	BS_QHS3V0GP	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	503	85	NA	NA	241	150	NA	NA	0.7859999999999999	NA	NA
SE	BS_QHS3V0GP	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	984	5	NA	NA	300	150	NA	NA	0.99	NA	NA
RI	BS_PENM28KT	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	52	114	NA	NA	200	100	NA	NA	0.18600000000000003	NA	NA
RI	BS_PENM28KT	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	143	13	NA	NA	200	100	NA	NA	0.846	NA	NA
SE	BS_PENM28KT	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	428	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_PENM28KT	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	148	13	NA	NA	191	100	NA	NA	0.856	NA	NA
SE	BS_PENM28KT	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	425	1	NA	NA	200	100	NA	NA	0.995	NA	NA
A3SS	BS_QSTAVWGE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861701	200861862	171	1	NA	NA	300	150	NA	NA	0.988	NA	NA
RI	BS_QSTAVWGE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	6	25	NA	NA	300	150	NA	NA	0.107	NA	NA
RI	BS_QSTAVWGE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	12	23	NA	NA	300	150	NA	NA	0.207	NA	NA
SE	BS_QSTAVWGE	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	110	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_QSTAVWGE	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	290	23	NA	NA	241	150	NA	NA	0.887	NA	NA
SE	BS_QSTAVWGE	NA	ENSG00000013441.17	CLK1	chr2	-	200861237	200861466	NA	NA	NA	NA	NA	NA	200859679	200859746	200861701	200861862	NA	NA	NA	NA	NA	NA	191	1	NA	NA	300	150	NA	NA	0.99	NA	NA
SE	BS_QSTAVWGE	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	341	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_PDH51MYK	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	29	85	NA	NA	300	150	NA	NA	0.146	NA	NA
RI	BS_PDH51MYK	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	111	5	NA	NA	300	150	NA	NA	0.917	NA	NA
SE	BS_PDH51MYK	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	142	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_PDH51MYK	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	108	5	NA	NA	241	150	NA	NA	0.9309999999999999	NA	NA
SE	BS_PDH51MYK	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	151	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_QP6MSKRE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	27	32	NA	NA	300	150	NA	NA	0.297	NA	NA
RI	BS_QP6MSKRE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	43	3	NA	NA	300	150	NA	NA	0.878	NA	NA
SE	BS_QP6MSKRE	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	246	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_QP6MSKRE	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	556	3	NA	NA	241	150	NA	NA	0.991	NA	NA
SE	BS_QP6MSKRE	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	537	2	NA	NA	300	150	NA	NA	0.993	NA	NA
A3SS	BS_PEP9NZXN	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	393	1	NA	NA	300	150	NA	NA	0.995	NA	NA
MXE	BS_PEP9NZXN	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	207	249	NA	NA	233	230	NA	NA	0.451	NA	NA
RI	BS_PEP9NZXN	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	55	272	NA	NA	300	150	NA	NA	0.092	NA	NA
RI	BS_PEP9NZXN	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	282	66	NA	NA	300	150	NA	NA	0.6809999999999999	NA	NA
SE	BS_PEP9NZXN	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	644	3	NA	NA	230	150	NA	NA	0.993	NA	NA
SE	BS_PEP9NZXN	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	595	1	NA	NA	233	150	NA	NA	0.997	NA	NA
SE	BS_PEP9NZXN	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	631	1	NA	NA	300	150	NA	NA	0.997	NA	NA
SE	BS_PEP9NZXN	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	322	66	NA	NA	241	150	NA	NA	0.752	NA	NA
SE	BS_PEP9NZXN	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	775	5	NA	NA	300	150	NA	NA	0.987	NA	NA
